player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes
Colin Miller,D,BUF,2019-20,26,-9,Standard (1-way),3875000,R,0,3,0,0,51,0.030000000000000027,0.020000000000000018,0.010000000000000009,-0.07999999999999996,-18,-7,6,-2,-27,-11,2,-4,-2,21,4,52370,46116,947,4053,79,64,0,10,1,0,0,0,87,83,1,3,9,7,0,2,29,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,0,1,10,6,0,3,-4,-6,-2,0
Travis Hamonic,D,CGY,2019-20,28,-3,Standard (1-way),3857143,R,0,0,0,0,50,-0.11000000000000004,-0.020000000000000018,0,-0.20999999999999996,-195,-26,-20,-18,-79,-13,-6,-9,-14,1,0,63269,51806,8932,270,83,74,6,0,3,2,0,0,39,35,4,0,21,19,1,0,36,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,76,0,14,8,7,0,0,-10,-10,-8,2
Cody Eakin,F,WPG,2019-20,28,-3,Standard (1-way),3850000,L,0,1,0,0,49,-0.11000000000000004,-0.050000000000000044,0.020000000000000004,0.07999999999999996,-81,-12,-16,-3,-8,-2,-7,1,-11,13,2,42843,35041,5325,1209,61,53,5,1,5,4,0,0,49,43,6,0,23,17,4,0,21,20,1,0,10,8,1,0,4,3,0,0,312,254,43,6,328,247,10,22,16,12,0,2,10,9,0,1,12,12,0,0
Darren Helm,F,DET,2019-20,32,-6,Standard (1-way),3850000,L,0,0,1,1,68,-0.019999999999999962,0.04999999999999999,0.04000000000000001,-0.81,-45,-22,-28,-8,43,-7,-10,-1,-14,-1,0,55941,48078,6519,137,102,90,12,0,9,8,1,0,88,83,5,0,24,21,3,0,30,25,5,0,9,7,1,0,4,3,1,0,15,13,2,0,13,10,0,0,26,17,0,0,7,6,1,0,-7,-3,0,-2
Connor Murphy,D,CHI,2019-20,26,2,Standard (1-way),3850000,R,0,0,0,1,58,-0.07,0.020000000000000018,-0.06,-0.29000000000000004,-143,-12,-19,-7,-6,-9,-6,-5,-8,0,-1,73928,62669,8988,247,117,101,7,1,5,3,0,0,128,111,8,0,17,15,1,0,44,36,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,138,101,0,6,14,10,1,0,0,-2,0,0
Justin Braun,D,PHI,2019-20,32,-2,Standard (1-way),3800000,R,0,1,0,0,62,-0.07000000000000006,-0.010000000000000009,0.07999999999999999,0.17000000000000004,-33,-16,-8,-2,13,-5,0,0,-10,2,1,63994,55624,6784,178,70,67,1,0,3,2,0,0,91,78,12,0,10,9,1,0,31,26,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,69,0,2,16,15,0,1,-12,-12,0,0
Rickard Rakell,F,ANA,2019-20,26,-5,Standard (1-way),3789444,R,3,6,0,3,65,0.07000000000000006,0,0.11000000000000001,0.020000000000000018,109,2,4,3,11,-6,-3,-2,-2,100,11,69618,54937,2390,8654,184,138,6,30,15,11,0,3,81,73,2,2,29,23,3,0,42,39,0,1,21,14,0,3,7,4,0,3,10,10,0,0,3,3,0,0,30,29,0,1,27,15,3,6,10,14,-2,0
Brendan Gallagher,F,MTL,2019-20,27,9,Standard (1-way),3750000,R,2,5,0,0,59,0.13,0.07999999999999996,0.17,-0.06999999999999995,290,24,34,17,185,14,17,11,0,66,8,59839,50019,111,6890,228,199,0,16,23,19,0,2,53,48,0,2,39,35,1,2,18,14,1,3,28,19,0,3,9,6,0,1,12,12,0,0,17,16,0,0,29,28,0,0,21,17,0,3,-2,0,0,-6
Tanner Pearson,F,VAN,2019-20,26,-4,Standard (1-way),3750000,L,4,7,2,1,69,0,0.010000000000000009,0.06,0,-17,7,28,13,-37,-12,9,1,-7,72,16,67666,55013,4093,6321,162,131,6,17,20,11,1,3,96,92,3,1,37,32,3,0,33,28,1,4,21,11,1,4,8,2,0,1,4,2,1,1,15,12,0,2,40,32,0,3,22,12,1,6,-4,0,-2,0
Boone Jenner,F,CBJ,2019-20,26,-14,Standard (1-way),3750000,L,2,2,0,1,70,-0.030000000000000027,-0.030000000000000027,0,-0.010000000000000009,25,-7,5,3,38,-8,3,2,-8,84,12,75817,58586,7124,6913,179,147,11,18,11,7,0,2,109,103,1,3,24,19,3,0,28,20,3,2,16,11,1,2,4,3,0,0,642,480,68,61,522,360,48,67,80,62,0,10,13,9,0,2,0,-6,0,4
Mattias Ekholm,D,NSH,2019-20,29,-1,Standard (1-way),3750000,L,0,5,1,1,68,-0.06000000000000005,-0.010000000000000009,-0.039999999999999994,-0.010000000000000009,-80,-25,-20,-10,28,-2,9,4,-24,57,4,95224,75064,11065,5199,154,126,9,12,8,7,1,0,49,44,4,0,51,36,9,2,50,40,9,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100,72,0,21,25,17,1,4,-2,-2,0,2
Will Butcher,D,N.J,2019-20,24,-8,Standard (1-way),3733333,L,0,1,0,0,56,0.020000000000000018,0,0.010000000000000009,-0.010000000000000009,-5,-8,-14,-10,-43,-8,-11,-6,-1,36,0,60023,52639,796,4090,62,49,1,6,4,3,0,0,31,29,0,0,10,9,0,0,27,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,71,0,0,18,15,0,1,2,2,0,0
Sam Reinhart,F,BUF,2019-20,23,-15,Standard (1-way),3650000,R,5,7,0,0,69,0.12999999999999995,0.030000000000000027,0.62,0.10999999999999999,182,19,-16,-7,-20,3,-18,-7,0,164,24,85458,67408,211,13749,143,102,1,29,21,16,0,5,36,33,0,2,21,19,0,1,33,24,0,5,13,8,0,4,6,4,0,2,40,29,0,10,73,58,5,0,27,23,1,0,28,20,0,6,12,14,0,-2
Ron Hainsey,D,OTT,2019-20,38,10,35+ (1-way),3500000,L,0,0,0,3,64,-0.11000000000000004,-0.020000000000000018,-0.01999999999999999,-0.15000000000000002,-248,-24,-37,-15,-69,3,-9,-2,-24,2,-1,79316,64153,11827,919,43,36,3,1,1,1,0,0,51,46,4,0,9,9,0,0,56,45,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,102,76,0,12,11,7,2,0,-6,-6,0,2
Cal Clutterbuck,F,NYI,2019-20,31,6,Standard (1-way),3500000,R,0,0,1,1,37,-0.13,-0.04999999999999999,-0.010000000000000009,0.16000000000000003,-103,-2,-10,-2,-41,2,2,1,-4,2,0,29719,23950,4791,78,35,28,6,0,3,2,1,0,127,115,10,0,12,10,2,0,21,18,3,0,5,4,0,0,2,2,0,0,4,2,2,0,5,3,0,0,38,28,0,2,3,2,1,0,4,6,-2,0
Alexander Kerfoot,F,TOR,2019-20,24,-2,Standard (1-way),3500000,L,1,2,0,1,65,0.040000000000000036,0.020000000000000018,-0.04999999999999999,-0.010000000000000009,47,3,12,10,1,-1,10,7,-1,47,5,57566,50500,1037,4473,87,70,1,11,9,8,0,1,48,46,0,2,28,27,0,0,33,32,0,1,11,9,0,2,2,1,0,1,191,167,2,14,216,190,7,3,39,37,0,0,19,17,0,2,-12,-14,0,0
Bryan Rust,F,PIT,2019-20,27,14,Standard (1-way),3500000,R,9,10,1,1,55,0.040000000000000036,0,0.03,0.05999999999999994,109,31,38,12,39,18,14,11,-6,109,20,65162,48245,5106,8535,151,105,13,20,27,16,1,6,71,61,4,4,29,11,12,1,37,31,1,3,29,14,4,4,9,6,1,1,2,2,0,0,8,4,0,3,34,30,1,1,28,16,1,6,2,2,-2,2
Brett Connolly,F,FLA,2019-20,27,-3,Standard (1-way),3500000,R,4,2,0,0,68,0.06000000000000005,0.040000000000000036,-0.14,0,92,5,-18,1,50,3,-23,-2,0,57,5,59021,52491,123,4955,117,98,0,16,19,15,0,4,55,51,0,2,27,25,0,2,22,18,0,3,8,6,0,2,2,0,0,2,6,5,0,1,11,9,0,0,16,16,0,0,13,12,0,0,-16,-12,0,-2
Lars Eller,F,WSH,2019-20,30,3,Standard (1-way),3500000,L,2,4,1,1,69,0.020000000000000018,0.06000000000000005,-0.010000000000000009,-0.04999999999999993,87,-5,-11,-4,93,3,-9,1,-17,57,6,70467,51457,9249,6869,151,113,11,17,16,10,1,2,59,55,1,1,44,30,8,3,41,37,2,1,17,8,2,4,5,2,1,1,536,382,83,45,498,355,23,85,44,22,1,17,23,17,1,4,-6,-6,-10,6
Brandon Tanev,F,PIT,2019-20,27,-1,Standard (1-way),3500000,L,0,1,2,1,68,-0.08000000000000002,-0.010000000000000009,0.020000000000000018,-0.04999999999999993,-102,-11,-15,-3,-11,-5,-7,-1,-12,2,0,60267,50118,8515,394,96,78,11,0,11,6,0,0,244,228,13,0,33,27,6,0,37,33,4,0,9,5,1,0,4,1,0,0,6,2,3,0,9,6,0,3,65,41,0,11,14,11,1,0,20,26,-6,0
Ben Chiarot,D,MTL,2019-20,28,5,Standard (1-way),3500000,L,0,0,0,0,69,-0.07000000000000006,-0.010000000000000009,-0.03,0,-49,-19,-15,-14,112,1,5,-1,-23,9,0,95816,80236,11898,1103,130,115,5,2,9,7,0,0,151,128,20,0,17,16,0,0,86,72,13,0,6,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,128,90,1,14,12,12,0,0,-36,-32,-2,0
J.T. Compher,F,COL,2019-20,24,9,Standard (1-way),3500000,R,1,5,0,3,67,-0.06000000000000005,-0.06000000000000005,-0.03,0.010000000000000009,-71,2,-6,-4,-26,11,-2,2,-19,88,15,67054,47173,8538,7585,106,76,6,20,11,9,0,1,36,27,7,2,22,15,5,0,21,13,3,3,7,5,0,1,3,2,0,1,340,226,74,14,372,231,19,87,60,45,0,6,20,12,3,4,22,22,0,0
Micheal Ferland,F,VAN,2019-20,27,-3,Standard (1-way),3500000,L,0,0,0,0,14,-0.08000000000000002,-0.13000000000000006,0,0.030000000000000027,-12,-3,-7,-2,-18,-2,-7,-2,0,7,0,8228,7478,0,743,15,14,0,1,1,1,0,0,40,40,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,4,4,0,0,0,0,0,0
Andreas Johnsson,F,TOR,2019-20,24,0,Standard (1-way),3400000,L,4,1,0,0,43,0.05999999999999994,0,0.12,0.030000000000000027,103,19,2,3,39,5,-1,-2,0,64,11,40644,33897,551,4729,79,63,0,13,9,4,0,3,43,38,1,3,13,12,1,0,20,18,0,2,8,5,0,2,4,1,0,2,0,0,0,0,2,2,0,0,21,21,0,0,13,10,0,2,8,8,0,-2
Paul Byron,F,MTL,2019-20,30,5,Standard (1-way),3400000,L,0,0,1,0,29,-0.050000000000000044,0,0.03,0,-23,-1,1,-1,13,3,3,0,-4,1,0,24959,21111,3082,293,29,25,4,0,4,3,1,0,42,38,3,1,11,11,0,0,10,10,0,0,5,5,0,0,1,1,0,0,1,1,0,0,5,3,0,0,18,10,0,4,6,6,0,0,8,8,0,0
Brandon Montour,D,BUF,2019-20,25,13,Standard (1-way),3387500,R,0,2,0,0,54,-0.040000000000000036,-0.020000000000000018,-0.03,-0.10999999999999999,-106,7,-22,-5,-83,10,-17,-2,-7,11,-1,63076,55488,3611,2071,85,73,2,5,5,4,0,0,60,53,4,1,12,10,2,0,27,24,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,48,0,1,13,10,0,1,-16,-18,0,2
Ryan Dzingel,F,CAR,2019-20,27,3,Standard (1-way),3375000,L,4,5,0,0,64,0.039999999999999925,-0.07000000000000006,-0.15,0.010000000000000009,91,23,10,16,-30,3,-10,1,0,106,21,54275,44430,121,8169,98,67,0,21,8,3,0,4,36,36,0,0,15,11,0,2,19,16,0,3,12,3,0,6,5,1,0,3,9,5,0,4,20,18,0,0,25,25,0,0,20,15,0,5,-2,-2,0,-7
Sven Baertschi,F,VAN,2019-20,26,-2,Standard (1-way),3366666,L,0,2,0,0,6,0.18999999999999995,0.13,0,0.18999999999999995,18,2,4,0,9,-2,3,-1,0,9,4,4255,3691,0,557,7,7,0,0,0,0,0,0,5,5,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0
Casey Cizikas,F,NYI,2019-20,28,12,Standard (1-way),3350000,L,0,0,3,2,48,-0.08999999999999997,0.010000000000000009,-0.020000000000000004,0.09999999999999998,-91,-1,-10,-4,-1,9,7,2,-9,1,0,41094,32932,6123,120,67,56,10,0,10,7,3,0,133,132,1,0,38,29,9,0,28,24,3,0,11,9,1,0,3,2,1,0,367,290,62,4,320,233,2,22,39,24,0,2,5,3,2,0,-12,-12,-2,0
Michael Grabner,F,ARI,2019-20,31,-4,Standard (1-way),3350000,L,0,0,2,0,46,-0.14,-0.07,-0.020000000000000018,-0.79,-100,-17,3,-4,-25,-4,9,1,-12,0,0,34115,27251,6143,68,61,48,13,0,8,7,1,0,21,21,0,0,31,23,7,1,11,10,1,0,10,7,3,0,2,2,0,0,0,0,0,0,4,3,0,1,12,7,0,1,3,3,0,0,4,2,0,0
Radko Gudas,D,WSH,2019-20,29,15,Standard (1-way),3350000,R,0,0,0,0,63,-0.08000000000000002,0,-0.03,0.19999999999999996,-92,-9,-13,-9,12,8,-2,0,-20,2,0,63298,52262,9820,154,91,83,8,0,3,3,0,0,164,149,13,0,22,17,5,0,34,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,46,0,7,12,10,0,0,-13,-11,-2,0
Anthony Mantha,F,DET,2019-20,24,-7,Standard (1-way),3300000,L,6,3,0,0,43,0.18999999999999995,0.11000000000000004,-0.19,0.07999999999999996,147,6,22,6,49,5,15,8,-1,63,6,48716,38602,32,7289,136,89,0,30,16,8,0,4,49,44,0,2,22,17,0,3,30,24,0,4,16,11,0,3,9,4,0,3,16,16,0,0,22,16,0,0,25,24,0,0,22,18,0,2,-8,-4,0,-10
Brenden Dillon,D,WSH,2019-20,28,-2,Standard (1-way),3270000,L,0,0,0,1,69,-0.030000000000000027,0.030000000000000027,0.010000000000000009,-0.10999999999999999,-86,-15,-7,-4,29,-5,0,2,-10,2,0,80431,69421,8337,173,58,54,4,0,1,1,0,0,194,176,16,0,16,13,3,0,26,20,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,57,1,3,13,12,1,0,-44,-40,-4,-2
Zack Smith,F,CHI,2019-20,31,2,Standard (1-way),3250000,L,0,0,1,1,50,-0.07,-0.04999999999999999,0.009999999999999995,0.06000000000000005,-107,-4,-13,1,-78,-4,-12,0,-2,11,-1,35368,31009,3618,492,43,37,5,1,4,3,1,0,112,109,3,0,21,15,6,0,14,12,2,0,4,3,1,0,3,2,1,0,88,84,2,0,102,93,1,3,18,14,0,0,7,5,1,0,-16,-14,-4,0
Eric Staal,F,MIN,2019-20,34,-9,Standard (1-way),3250000,L,5,11,0,0,66,0.06000000000000005,-0.010000000000000009,-0.020000000000000018,0.010000000000000009,70,13,10,5,-50,1,-2,-2,-1,111,16,67795,53253,984,10180,113,84,0,21,19,13,0,3,24,21,0,2,25,20,0,1,46,36,0,9,18,6,0,8,8,3,0,2,495,368,9,81,504,381,43,9,22,21,0,0,28,16,0,8,6,4,0,2
Jay Bouwmeester,D,STL,2019-20,35,6,35+ (1-way),3250000,L,0,0,0,1,57,-0.15000000000000002,-0.08000000000000002,-0.06,0.15000000000000002,-188,-7,-11,-9,-58,4,4,-5,-12,2,0,72855,61973,8266,129,53,47,5,0,1,1,0,0,44,40,3,0,11,8,3,0,32,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,48,0,4,8,7,1,0,-14,-12,-2,0
Travis Sanheim,D,PHI,2019-20,23,4,Standard (1-way),3250000,L,0,4,0,0,69,-0.010000000000000009,0.020000000000000018,0,0,13,-10,-4,-7,32,2,3,-2,-14,37,5,83034,69588,7324,3551,108,87,2,10,8,7,0,0,40,37,0,2,22,15,2,2,53,39,8,3,8,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,78,62,0,5,17,14,0,3,-4,-10,2,0
Jack Johnson,D,PIT,2019-20,32,-1,Standard (1-way),3250000,L,0,0,1,0,67,-0.13000000000000006,-0.06000000000000005,-0.06,-0.04999999999999993,-206,-19,-27,-6,-87,-9,-17,0,-12,1,0,78166,67986,8267,290,63,59,2,0,3,1,1,0,183,160,19,0,15,9,3,1,22,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,71,0,9,8,8,0,0,-24,-20,-2,0
Pavel Buchnevich,F,NYR,2019-20,24,2,Standard (1-way),3250000,L,4,5,0,0,68,0.13000000000000006,0.06,-0.23,0.010000000000000009,171,25,12,11,62,11,1,5,0,97,16,68950,57563,97,8616,149,117,1,23,17,12,0,4,80,72,0,8,38,35,0,1,64,53,0,9,11,6,1,3,4,2,0,1,4,4,0,0,19,16,0,0,22,20,0,0,29,21,0,5,10,8,0,0
Andrew Cogliano,F,DAL,2019-20,32,2,Standard (1-way),3250000,L,0,0,0,0,68,-0.04999999999999999,0.010000000000000009,-0.03,0.010000000000000009,-58,-11,-10,0,17,0,1,7,-12,4,0,50843,43774,5738,372,67,60,5,1,3,3,0,0,86,83,2,0,24,20,4,0,20,19,1,0,10,10,0,0,3,3,0,0,17,12,4,0,20,11,1,5,31,24,0,1,11,11,0,0,-8,-4,-2,0
Charlie Coyle,F,BOS,2019-20,27,9,Standard (1-way),3200000,R,2,5,2,1,70,0.040000000000000036,0.020000000000000018,0.07999999999999999,-0.010000000000000009,107,19,13,13,60,9,9,5,-1,78,11,70439,56816,3725,7307,145,108,8,17,16,12,2,1,82,77,0,3,48,39,7,1,33,25,2,3,14,5,2,2,5,2,1,1,326,264,13,31,373,286,23,26,34,24,0,6,21,15,0,4,22,20,0,4
Kasperi Kapanen,F,TOR,2019-20,22,0,Standard (1-way),3200000,R,0,3,2,1,69,-0.010000000000000009,0,0.06,-0.04999999999999993,-67,-8,-3,-4,-36,-5,-6,-4,-13,44,4,65386,51983,6724,4872,120,102,6,7,13,10,2,0,73,67,3,1,36,25,9,1,29,26,0,3,10,5,2,1,3,1,1,0,2,1,1,0,13,4,0,5,17,13,0,4,23,18,0,3,24,20,0,4
Darnell Nurse,D,EDM,2019-20,24,-2,Standard (1-way),3200000,L,0,5,0,0,71,-0.019999999999999962,0.020000000000000018,0.009999999999999995,-0.06000000000000005,-119,-6,5,-1,-34,-6,-4,-2,-11,36,7,99743,83606,7856,4102,169,147,6,8,5,4,0,0,170,152,11,2,26,21,2,1,53,43,4,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138,98,4,22,28,22,0,5,-24,-24,-5,5
Nikita Zadorov,D,COL,2019-20,24,6,Standard (1-way),3200000,L,0,0,0,0,64,-0.06000000000000005,-0.010000000000000009,0.06,-0.27,-95,-6,-25,-3,-8,1,-17,-1,-9,1,0,68078,58925,6058,235,64,60,1,1,3,3,0,0,175,165,9,0,22,15,6,0,35,28,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,49,0,6,10,8,0,0,-36,-32,-9,7
Trevor Daley,D,DET,2019-20,35,-22,Standard (1-way),3166666,L,0,2,0,0,43,-0.040000000000000036,-0.050000000000000044,0.06,-0.030000000000000027,-112,-24,-13,-4,-102,-21,-7,-3,-3,15,3,40360,35431,1588,1885,37,34,1,1,0,0,0,0,9,7,1,0,5,5,0,0,21,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,1,3,7,5,0,2,-16,-16,0,0
Max Domi,F,MTL,2019-20,24,-3,Standard (1-way),3150000,L,1,12,0,0,71,0.06999999999999995,-0.030000000000000027,-0.2,0.07999999999999996,143,14,40,13,-30,-3,17,6,0,116,15,72822,59294,143,9263,179,132,0,24,17,12,0,1,32,28,0,2,42,33,0,5,64,48,0,13,23,17,0,3,6,4,0,1,383,294,1,55,404,332,12,2,14,12,0,0,28,16,0,8,0,10,0,-6
Sam Gagner,F,DET,2019-20,29,-10,Standard (1-way),3150000,R,2,1,0,0,42,0.07000000000000006,0.030000000000000027,-0.13,0.020000000000000018,54,-7,-6,-4,27,-9,-8,-4,0,22,2,33282,30248,36,2213,79,70,0,6,6,4,0,1,22,21,0,0,12,11,0,1,21,19,0,1,6,3,0,3,1,0,0,1,45,38,0,5,54,42,3,0,10,10,0,0,7,6,0,1,0,-2,0,0
Derek Ryan,F,CGY,2019-20,32,9,Standard (1-way),3125000,R,1,3,1,2,68,-0.040000000000000036,-0.010000000000000009,-0.010000000000000009,0.050000000000000044,-63,4,1,0,-26,9,-3,1,-10,37,6,59321,47955,6635,3261,102,89,2,8,10,8,0,1,12,11,0,1,34,25,9,0,26,22,1,2,7,5,1,0,2,1,0,0,383,324,37,14,349,271,13,31,34,30,0,2,19,15,1,3,4,4,0,0
Ryan Strome,F,NYR,2019-20,25,21,Standard (1-way),3100000,R,3,15,0,1,70,0.04999999999999999,0.02999999999999997,0.03,0.06000000000000005,43,35,-2,9,17,20,-11,2,-16,149,27,82238,58054,8770,11549,155,105,4,33,18,10,0,3,45,42,2,1,27,22,3,0,54,42,6,3,19,11,0,2,9,3,0,2,496,384,27,62,549,409,42,57,32,22,1,4,41,23,1,13,-36,-32,2,-2
Jean-Gabriel Pageau,F,NYI,2019-20,26,4,Standard (1-way),3100000,R,5,5,3,3,67,-0.010000000000000009,0,0.03,0.07000000000000006,-25,-5,7,7,2,-4,9,9,-11,67,13,76923,58667,8602,6582,152,112,14,13,26,15,2,5,128,118,4,4,33,21,9,0,32,23,2,5,22,10,3,2,13,6,1,2,615,409,91,61,535,346,42,80,53,41,1,7,16,6,2,3,18,15,-2,1
Joel Edmundson,D,CAR,2019-20,26,7,Standard (1-way),3100000,L,0,0,0,0,68,-0.12999999999999995,-0.050000000000000044,-0.03999999999999998,0.06999999999999995,-153,-11,-22,-14,-26,-1,-2,-6,-11,1,0,75239,61678,10467,91,97,88,6,1,7,6,0,0,118,108,6,0,23,20,3,0,45,40,5,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,91,58,0,2,13,12,0,0,-24,-28,2,2
Phillip Danault,F,MTL,2019-20,26,18,Standard (1-way),3083333,L,1,3,0,0,71,0.030000000000000027,0.07999999999999996,-0.04000000000000001,-0.019999999999999907,145,4,24,9,211,18,26,13,-19,51,5,80199,60642,10039,6401,131,107,8,8,13,11,0,1,119,113,0,1,34,26,5,2,50,39,5,3,27,19,0,4,8,6,0,1,728,544,95,49,607,434,23,88,38,31,0,4,34,30,0,3,0,2,0,-2
Valtteri Filppula,F,DET,2019-20,35,-42,35+ (1-way),3000000,L,1,4,1,0,70,-0.02999999999999997,-0.02999999999999997,-0.04000000000000001,-0.019999999999999907,-168,-51,-34,-19,-109,-35,-16,-6,-18,57,6,69775,52989,6882,7310,63,50,5,4,6,4,1,1,28,26,1,1,17,13,3,0,43,38,1,3,8,5,1,1,0,0,0,0,324,247,15,49,396,323,36,19,31,24,0,7,14,9,0,4,0,0,-4,6
Kevin Fiala,F,MIN,2019-20,22,-1,Standard (1-way),3000000,L,10,9,0,0,64,0.09999999999999998,0.030000000000000027,0.24,0.020000000000000018,145,23,18,2,12,7,5,-4,0,107,20,59141,48056,127,8960,175,109,0,45,23,13,0,8,25,20,0,4,33,25,1,4,35,30,0,4,19,13,0,3,9,5,0,2,2,1,0,1,7,2,0,0,18,17,0,0,29,19,0,9,2,2,0,-4
Jay Beagle,F,VAN,2019-20,33,-9,Standard (1-way),3000000,R,0,0,1,1,55,-0.24000000000000005,-0.13,-0.08,-0.86,-244,-26,-21,-9,-93,-12,-9,-3,-14,0,0,41063,30705,9519,97,48,44,4,0,2,1,1,0,69,69,0,0,14,8,6,0,7,7,0,0,6,6,0,0,1,1,0,0,399,274,107,5,274,178,2,35,41,31,0,4,6,5,1,0,-10,-8,-4,2
Neal Pionk,D,WPG,2019-20,23,10,Standard (1-way),3000000,R,3,24,0,0,71,0.09000000000000002,0.040000000000000036,0.03999999999999998,0.050000000000000044,152,23,10,16,-3,-5,-25,-3,-14,178,29,99490,79142,3637,11857,178,118,4,43,6,3,0,3,165,148,4,7,31,25,1,3,62,50,4,6,7,2,1,4,4,1,0,3,0,0,0,0,0,0,0,0,79,69,1,3,39,12,0,22,-8,-8,0,4
Patrik Nemeth,D,DET,2019-20,27,-10,Standard (1-way),3000000,L,0,0,0,1,64,-0.06,0.04999999999999999,-0.020000000000000004,-0.17999999999999994,-247,-47,-29,-14,-23,-16,3,0,-34,0,0,84559,68525,12653,372,89,80,3,1,1,1,0,0,79,66,12,0,10,7,3,0,54,41,9,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,64,0,12,8,6,1,0,-18,-16,-4,0
Conor Sheary,F,PIT,2019-20,27,-5,Standard (1-way),3000000,L,1,2,0,0,63,0.040000000000000036,0,-0.08,-0.05999999999999994,54,-2,-13,-4,21,-4,-15,-6,0,29,3,49445,44233,81,4426,102,91,0,10,10,9,0,1,28,27,0,1,19,19,0,0,18,16,0,1,6,5,0,1,1,0,0,1,2,2,0,0,3,3,0,0,26,25,0,1,13,11,0,2,6,4,0,2
Leo Komarov,F,NYI,2019-20,32,2,Standard (1-way),3000000,L,0,0,0,1,48,-0.08999999999999997,-0.02999999999999997,0.01999999999999999,-0.93,-91,-4,1,4,-54,-2,5,3,-5,0,0,36231,31210,3653,13,46,41,3,0,4,2,0,0,123,117,4,0,13,9,4,0,16,14,2,0,5,3,0,0,2,0,0,0,34,31,3,0,52,33,0,2,29,25,0,0,10,9,1,0,2,0,0,0
Andreas Athanasiou,F,EDM,2019-20,24,-46,Standard (1-way),3000000,L,3,4,0,0,55,0.06,-0.010000000000000009,-0.16,-0.08999999999999997,5,-39,-9,-17,-68,-34,-10,-12,-1,45,2,52301,43296,59,6025,129,95,0,22,11,7,0,3,36,33,0,2,15,14,0,0,31,25,0,5,10,4,0,4,3,1,0,1,43,35,0,3,59,48,1,0,24,22,0,0,16,8,0,3,8,-5,2,5
